LeadID,CustomerID,ProductID,SignupDate,Branch,Region,LeadStatus
240,18155,20,2024-01-29,HCM2,South,Processing
241,83656,49,2024-06-09,HCM2,South,New
242,49384,33,2024-08-22,CT1,North,New
243,57254,12,2024-07-08,DN1,North,Rejected
244,31918,15,2024-04-26,HCM1,South,New
245,95981,41,2024-09-27,DN1,South,New
246,70713,39,2024-09-14,DN1,Central,Processing
247,40306,2,2024-06-28,HCM2,Central,New
248,26646,29,2024-06-20,DN1,South,New
249,56843,41,2024-09-30,HCM1,North,Disbursed
250,26371,10,2024-09-15,HCM1,South,Rejected
251,87371,2,2024-05-14,HN1,North,Disbursed
252,12049,11,2024-06-19,CT1,North,Disbursed
253,41616,13,2024-07-28,DN1,Central,Approved
254,30932,10,2024-08-23,CT1,South,New
255,39855,14,2024-07-04,CT1,South,Rejected
256,71434,18,2024-12-29,CT1,North,Disbursed
257,82694,9,2024-04-04,CT1,South,Rejected
258,53016,39,2024-01-11,HCM1,Central,Approved
259,17400,28,2024-03-08,DN1,Central,New
260,52642,3,2024-07-28,HN1,South,Disbursed
261,25151,20,2024-07-14,CT1,South,Rejected
262,61407,6,2024-04-07,HN1,Central,Disbursed
263,76690,27,2024-04-02,HCM1,South,New
264,14499,2,2024-01-22,HCM1,North,New
265,16295,29,2024-06-20,HCM2,South,New
266,69040,38,2024-05-13,CT1,North,Rejected
267,22183,3,2024-01-25,HCM2,South,New
268,39299,16,2024-07-03,HN1,South,New
269,22874,30,2024-03-25,DN1,Central,Disbursed
270,42711,40,2024-02-24,HCM2,North,New
271,15539,2,2024-09-07,HCM1,Central,Disbursed
272,63351,17,2024-05-23,CT1,South,Processing
273,71267,41,2024-12-16,HN1,Central,Disbursed
274,58354,12,2024-06-15,HCM1,South,Approved
275,12557,35,2024-08-11,DN1,South,Disbursed
276,48360,43,2024-08-07,CT1,South,Disbursed
277,92018,1,2024-06-27,DN1,North,New
278,12200,45,2024-04-28,DN1,North,New
279,78497,15,2024-09-21,CT1,North,Processing
280,56975,26,2024-05-29,CT1,Central,Approved
281,31357,37,2024-08-02,DN1,South,Disbursed
282,87505,21,2024-07-15,HN1,Central,Processing
283,12869,49,2024-02-11,CT1,Central,Approved
284,71135,31,2024-02-22,HCM1,South,New
285,60108,25,2024-11-25,HCM2,Central,Disbursed
286,48467,23,2024-09-07,HN1,South,Disbursed
287,33328,24,2024-10-21,CT1,South,Processing
288,96831,38,2024-09-27,CT1,South,Processing
289,13987,28,2024-05-02,HN1,South,New
290,68871,21,2024-12-04,HCM2,Central,Approved
291,32399,43,2024-09-22,DN1,Central,Approved
292,56214,18,2024-12-13,HCM1,Central,New
293,96416,36,2024-01-29,CT1,North,Processing
294,80271,35,2024-02-04,HCM2,Central,Processing
295,54064,45,2024-01-06,HCM1,Central,Approved
296,80091,9,2024-04-20,HN1,North,Approved
297,50818,38,2024-10-20,CT1,South,New
298,55525,30,2024-03-17,DN1,South,Rejected
299,29830,44,2024-12-14,HN1,South,Rejected
300,27429,34,2024-05-26,CT1,North,Processing
301,16893,32,2024-03-07,HCM2,Central,New
302,89909,3,2024-01-08,HCM1,Central,Rejected
303,57333,3,2024-05-01,HCM1,Central,Disbursed
304,13436,28,2024-12-05,CT1,Central,New
305,84290,44,2024-06-23,HN1,North,Processing
306,86213,15,2024-06-27,DN1,Central,New
307,15895,41,2024-03-25,HCM2,South,Approved
308,29738,23,2024-02-14,CT1,North,New
309,40746,40,2024-05-15,HCM2,North,Processing
310,59377,11,2024-12-08,HCM1,South,Approved
311,58404,48,2024-01-16,DN1,South,Approved
312,64045,32,2024-11-28,HCM2,Central,Processing
313,49790,36,2024-07-13,CT1,South,Processing
314,15600,33,2024-01-09,DN1,North,Approved
315,50764,24,2024-11-11,HN1,North,New
316,84543,39,2024-11-29,CT1,North,New
317,55714,34,2024-11-28,HCM2,Central,Disbursed
318,66835,28,2024-11-22,DN1,Central,New
319,83744,37,2024-01-15,CT1,South,Rejected
320,66491,7,2024-11-22,DN1,Central,Disbursed
321,28589,4,2024-04-11,DN1,Central,Processing
322,53484,37,2024-08-13,DN1,North,Processing
323,92989,1,2024-10-04,HCM2,North,Approved
324,46212,1,2024-04-22,CT1,South,Disbursed
325,53525,47,2024-01-01,HCM1,North,Disbursed
326,57202,20,2024-09-22,HCM1,Central,Rejected
327,42635,19,2024-07-26,HCM2,South,New
328,73208,29,2024-04-19,HCM2,South,Approved
329,43828,10,2024-07-18,DN1,North,Processing
330,28711,18,2024-11-01,CT1,North,Processing
331,13420,28,2024-01-12,CT1,North,New
332,10301,35,2024-12-10,HN1,South,New
333,55236,43,2024-07-06,HN1,North,Rejected
334,76235,47,2024-06-02,HCM1,Central,Processing
335,64240,31,2024-11-29,HN1,South,Processing
336,75726,27,2024-10-05,HN1,North,Processing
337,20492,11,2024-06-19,HCM1,Central,Disbursed
338,16102,49,2024-05-13,HCM1,Central,Rejected
339,60336,49,2024-01-25,HN1,North,Processing
340,95314,38,2024-01-18,CT1,Central,New
341,36641,5,2024-07-08,HN1,South,Processing
342,44584,8,2024-05-20,DN1,South,Disbursed
343,42745,34,2024-02-12,DN1,Central,Approved
344,33093,48,2024-11-29,DN1,South,Approved
345,76105,12,2024-10-10,HCM2,North,Approved
346,61885,38,2024-05-25,DN1,Central,Processing
347,46631,1,2024-11-10,CT1,South,Disbursed
348,82991,31,2024-11-14,HCM2,North,Approved
349,14014,4,2024-04-01,HCM2,North,New
350,21093,49,2024-06-27,DN1,South,New
351,28070,45,2024-02-25,HN1,Central,Approved
352,45777,5,2024-06-03,HCM1,North,Disbursed
353,66958,30,2024-06-08,HN1,North,Processing
354,92074,24,2024-04-20,HN1,North,Disbursed
355,20729,3,2024-05-16,HCM2,North,Rejected
356,55017,11,2024-08-19,HCM2,Central,New
357,76320,45,2024-08-07,HCM2,South,New
358,37751,4,2024-03-08,CT1,South,New
359,88069,26,2024-10-28,CT1,South,Rejected
360,64748,27,2024-09-05,HCM1,North,New
361,15801,46,2024-11-18,HCM2,Central,Processing
362,29190,43,2024-01-06,DN1,South,Approved
363,59689,27,2024-10-06,HCM2,Central,Rejected
364,60993,42,2024-04-03,CT1,South,New
365,39592,6,2024-09-25,HCM2,North,Processing
366,20647,15,2024-07-15,CT1,South,Processing
367,18716,30,2024-01-25,HCM2,North,Approved
368,98891,42,2024-05-27,DN1,North,Disbursed
369,97545,37,2024-04-27,HCM1,South,New
370,99912,37,2024-12-03,DN1,Central,Disbursed
371,80316,42,2024-12-03,CT1,North,Approved
372,12368,37,2024-03-06,HN1,Central,Approved
373,87575,35,2024-10-27,DN1,South,Approved
374,16655,23,2024-06-23,HCM2,North,Processing
375,80031,6,2024-11-14,HCM1,Central,New
376,86429,4,2024-03-16,HCM2,North,Approved
377,97922,18,2024-04-23,HCM2,South,Approved
378,65766,9,2024-04-20,DN1,North,Approved
379,23403,49,2024-09-05,HCM1,South,Processing
380,42097,29,2024-07-21,HN1,Central,Disbursed
381,88657,13,2024-05-26,HCM2,North,Approved
382,20966,47,2024-02-04,HCM1,Central,New
383,62921,17,2024-11-04,HN1,South,Processing
384,59726,45,2024-01-26,HCM2,South,Rejected
385,60300,32,2024-08-25,HCM1,Central,Rejected
386,32677,48,2024-01-14,DN1,Central,Processing
387,65609,22,2024-02-14,HCM2,South,Disbursed
388,66661,4,2024-08-03,HCM2,Central,Processing
389,41024,5,2024-08-20,HCM1,South,Processing
390,80313,37,2024-07-11,HCM2,Central,Disbursed
391,63006,41,2024-02-20,HN1,South,Disbursed
392,25338,49,2024-08-01,HCM2,South,Approved
393,78027,13,2024-05-30,CT1,North,Disbursed
394,90135,34,2024-10-01,HN1,South,New
395,29508,45,2024-12-03,HCM1,South,Disbursed
396,13051,22,2024-03-16,HN1,North,Processing
397,58747,23,2024-08-07,CT1,North,New
398,97142,3,2024-12-13,CT1,Central,New
399,97235,42,2024-07-05,HCM2,Central,Processing
400,64021,34,2024-10-15,HCM2,South,Processing
401,76412,32,2024-01-28,DN1,Central,Processing
402,68335,45,2024-06-28,HN1,Central,New
403,66179,49,2024-09-09,DN1,South,Processing
404,42093,21,2024-05-05,CT1,North,Approved
405,79678,46,2024-06-25,HCM2,North,Processing
406,90738,44,2024-02-06,HCM2,South,Processing
407,49734,21,2024-04-08,HCM2,South,Rejected
408,82615,44,2024-04-07,HCM1,South,Disbursed
409,83523,11,2024-05-06,CT1,South,Rejected
410,27019,39,2024-06-16,HCM2,South,Processing
411,93613,4,2024-03-20,CT1,South,Rejected
412,96672,1,2024-10-20,HCM2,Central,New
413,83847,28,2024-11-28,HN1,Central,New
414,92750,24,2024-05-05,CT1,Central,Processing
415,89634,35,2024-12-08,DN1,North,Disbursed
416,38251,13,2024-11-05,HCM1,South,New
417,35945,47,2024-05-29,DN1,South,New
418,42217,34,2024-01-16,CT1,Central,New
419,18308,11,2024-01-28,HCM2,North,Disbursed
420,15949,36,2024-06-21,CT1,Central,Approved
421,61990,17,2024-02-15,HCM1,South,Processing
422,11150,35,2024-11-23,CT1,South,Approved
423,99480,18,2024-08-23,HCM2,Central,Approved
424,84740,40,2024-08-01,DN1,Central,Approved
425,76617,22,2024-03-25,HN1,South,New
426,26896,24,2024-10-08,DN1,Central,Disbursed
427,56175,19,2024-08-19,HCM2,South,Processing
428,17805,37,2024-03-25,HCM2,Central,Approved
429,15237,39,2024-03-05,HCM1,North,New
430,30056,21,2024-05-13,CT1,South,Processing
431,55543,8,2024-05-30,CT1,North,Processing
432,66556,28,2024-04-24,DN1,Central,Approved
433,13343,5,2024-03-04,HN1,North,New
434,23500,17,2024-12-08,HN1,Central,Rejected
435,63222,37,2024-12-28,HCM1,North,New
436,39375,36,2024-12-17,HCM2,North,Approved
437,19662,19,2024-06-06,HCM1,North,Disbursed
438,26964,27,2024-03-17,CT1,South,Approved
439,69638,34,2024-05-25,HCM2,North,Rejected
440,83666,11,2024-12-08,HCM1,Central,Approved
441,95067,45,2024-08-12,DN1,Central,Processing
442,77215,47,2024-11-08,CT1,South,Disbursed
443,79042,12,2024-04-12,HN1,South,Processing
444,23284,21,2024-12-12,HCM1,Central,Approved
445,82789,11,2024-10-27,CT1,North,Rejected
446,94664,39,2024-03-28,CT1,Central,Processing
447,71389,28,2024-10-29,HN1,South,Processing
448,19435,5,2024-06-16,HN1,South,Processing
449,64340,17,2024-06-18,HN1,Central,Disbursed
450,54078,20,2024-05-14,HCM1,North,Disbursed
451,88832,41,2024-02-19,HN1,North,Approved
452,61293,46,2024-12-05,DN1,South,Approved
453,88781,12,2024-12-12,CT1,Central,Disbursed
454,70403,6,2024-05-13,HN1,Central,New
455,39124,17,2024-12-12,CT1,South,New
456,53919,19,2024-05-16,HCM2,Central,Rejected
457,45247,26,2024-09-01,HCM2,South,Disbursed
458,72752,48,2024-04-18,HN1,North,Disbursed
459,66573,44,2024-11-08,CT1,North,Processing
460,69101,44,2024-10-13,HCM2,Central,New
461,36646,32,2024-01-21,HN1,North,Processing
462,33049,6,2024-03-30,CT1,North,New
463,89605,36,2024-10-22,HN1,South,Processing
464,78385,38,2024-04-21,CT1,South,Rejected
465,50158,11,2024-10-27,HCM2,Central,New
466,75417,33,2024-03-17,HN1,South,Disbursed
467,33289,24,2024-06-25,HCM2,Central,Processing
468,19823,23,2024-12-08,HN1,Central,Approved
469,70160,15,2024-05-27,HCM1,South,New
470,51975,27,2024-04-10,HCM2,North,Processing
471,19540,11,2024-09-02,HCM2,North,New
472,26364,17,2024-04-26,DN1,North,Disbursed
473,14611,14,2024-04-01,HCM2,North,Disbursed
474,37663,27,2024-01-28,CT1,Central,Processing
475,61991,18,2024-01-25,HN1,North,New
476,67679,28,2024-02-27,HCM1,Central,Disbursed
477,40977,47,2024-10-23,CT1,South,Processing
478,59115,47,2024-05-13,CT1,South,New
479,98223,4,2024-11-26,CT1,Central,Approved
480,70890,7,2024-09-05,CT1,North,Disbursed
481,76387,45,2024-02-07,HCM1,Central,New
482,28071,35,2024-03-15,DN1,North,New
483,69275,48,2024-05-21,HCM2,North,Disbursed
484,82369,9,2024-11-17,CT1,Central,New
485,21938,8,2024-06-16,HCM2,Central,New
486,45195,45,2024-09-15,HCM2,North,Approved
487,14000,17,2024-12-20,CT1,Central,Disbursed
488,80588,17,2024-08-12,DN1,North,Processing
489,48304,49,2024-05-31,HCM2,Central,Disbursed
490,79449,33,2024-01-19,HN1,South,Approved
491,92986,32,2024-05-25,HCM2,North,New
492,99643,8,2024-08-28,CT1,South,Disbursed
493,30764,19,2024-12-09,HCM1,Central,Processing
494,96027,38,2024-08-24,HCM2,South,Processing
495,48494,3,2024-02-04,DN1,Central,Approved
496,13373,5,2024-07-08,HN1,North,Processing
497,22161,13,2024-01-01,HN1,Central,New
498,37350,47,2024-06-01,HCM1,Central,New
499,35351,46,2024-05-05,HCM1,North,Processing
500,98668,31,2024-12-10,HCM2,Central,Disbursed
501,25305,16,2024-08-13,CT1,North,Approved
502,85353,32,2024-08-08,DN1,Central,Disbursed
503,86797,22,2024-07-29,HN1,North,Processing
504,75953,29,2024-01-25,HCM1,South,Processing
505,67458,22,2024-01-16,DN1,Central,New
506,30358,43,2024-06-30,CT1,Central,New
507,13267,3,2024-11-24,HN1,Central,Processing
508,92745,10,2024-05-08,HN1,North,Rejected
509,99588,42,2024-02-11,CT1,Central,Disbursed
510,48513,21,2024-12-01,HN1,North,Disbursed
511,36092,16,2024-08-23,CT1,Central,New
512,21338,12,2024-12-25,HN1,South,Disbursed
513,10412,2,2024-02-03,HCM2,Central,Processing
514,17543,41,2024-12-10,CT1,South,New
515,43496,24,2024-02-14,DN1,North,Disbursed
516,70692,35,2024-05-13,HCM2,South,Approved
517,99084,30,2024-01-21,DN1,Central,New
518,54425,30,2024-05-01,HN1,Central,Processing
519,48756,47,2024-03-10,DN1,North,Processing
520,28888,35,2024-12-17,HCM2,Central,Rejected
521,45735,19,2024-12-26,CT1,Central,Processing
522,57295,8,2024-02-17,HCM1,North,Disbursed
523,93042,26,2024-02-08,DN1,North,New
524,95999,49,2024-10-13,HCM1,South,Processing
525,27955,40,2024-01-10,DN1,North,Processing
526,47841,7,2024-01-30,DN1,Central,Approved
527,80640,30,2024-08-31,CT1,North,Processing
528,75510,7,2024-09-30,HN1,Central,Rejected
529,44911,3,2024-03-28,HCM2,South,Disbursed
530,69031,1,2024-08-31,HCM2,North,Disbursed
531,98726,36,2024-11-24,HCM2,Central,Disbursed
532,17357,25,2024-01-15,HN1,North,Disbursed
533,42479,37,2024-01-04,HCM1,North,Approved
534,71476,1,2024-07-09,HCM2,North,Disbursed
535,54811,15,2024-06-16,HCM1,North,Processing
536,46208,37,2024-01-09,HN1,South,Processing
537,30150,13,2024-04-18,HN1,Central,Processing
538,81180,40,2024-05-16,CT1,North,Processing
539,53286,8,2024-06-02,HCM2,Central,Processing
540,78450,5,2024-07-27,CT1,South,Disbursed
541,31352,9,2024-09-28,HCM2,Central,Processing
542,65069,1,2024-05-22,HN1,Central,New
543,24397,36,2024-04-08,HN1,South,Approved
544,51555,35,2024-11-03,DN1,North,New
545,56959,2,2024-03-09,DN1,Central,New
546,10728,40,2024-09-03,HN1,Central,New
547,60517,23,2024-09-17,HN1,North,Processing
548,76234,9,2024-10-02,HCM1,North,Processing
549,49954,34,2024-03-19,HCM1,Central,Rejected
550,57280,46,2024-05-25,CT1,South,Rejected
551,89459,14,2024-04-20,DN1,North,Processing
552,26779,4,2024-09-14,DN1,North,Processing
553,73932,30,2024-04-02,HN1,South,Processing
554,82936,31,2024-01-13,HN1,Central,Rejected
555,34466,38,2024-09-16,CT1,North,New
556,46939,11,2024-04-18,DN1,Central,New
557,79896,35,2024-11-25,HCM1,Central,Rejected
558,45270,8,2024-07-07,HCM2,Central,Processing
559,69163,3,2024-04-04,CT1,South,New
560,92637,14,2024-04-14,HCM2,Central,New
561,61934,13,2024-01-08,HCM1,Central,Disbursed
562,74895,45,2024-03-07,HCM1,North,Disbursed
